,round,day,date,local_time,home_team,home_score,away_score,away_team,attendance,stadium,latitude,longitude,playoff,att_div_capacity,real_home_team,same_conf,rivals,temperature,rain,snow,cloudcover,windspeed,windgust,rain_sum,snow_sum,date_year,date_month,date_day,home_opener
1230,Regular Season,Wed,2021-10-20,19.0,21,2,3,28,16722,Providence Park,45.52,-122.69,0,0.6630977872947894,1,1,1,56.9,0.0,0.0,58.0,17.7,45.7,4.3,0.0,2021,10,20,0
1231,Regular Season,Wed,2021-10-20,19.5,23,4,0,1,12035,Earthquakes Stadium,37.35,-121.92,0,0.6686111111111112,1,1,0,63.2,0.1,0.0,100.0,5.7,10.4,2.6,0.0,2021,10,20,0
1232,Regular Season,Wed,2021-10-20,19.5,15,1,1,6,18381,Nissan Stadium,36.13,-86.77,0,0.6127,1,1,0,74.5,0.0,0.0,31.0,10.5,27.4,0.0,0.0,2021,10,20,0
1233,Regular Season,Wed,2021-10-20,19.5,9,0,3,10,13798,BBVA Stadium,29.75,-95.35,0,0.6260719633377195,1,1,0,82.6,0.0,0.0,57.0,7.3,18.7,0.1,0.0,2021,10,20,0
1234,Regular Season,Sat,2021-10-23,12.5,24,1,2,25,32139,Lumen Field,47.6,-122.33,0,0.8519961825990139,1,1,0,49.0,0.2,0.0,100.0,11.3,21.6,0.4,0.0,2021,10,23,0
1235,Regular Season,Sat,2021-10-23,18.0,6,1,2,18,17891,Lower.com Field,39.97,-83.02,0,0.8940582679526261,1,1,0,56.0,0.0,0.0,92.0,15.4,30.6,2.9000000000000004,0.0,2021,10,23,0
1236,Regular Season,Sat,2021-10-23,19.5,20,1,0,15,18575,Subaru Park,39.83,-75.38,0,1.004054054054054,1,1,0,60.7,0.0,0.0,59.0,8.4,27.4,0.7999999999999999,0.0,2021,10,23,0
1237,Regular Season,Sat,2021-10-23,19.5,17,6,0,8,13349,Yankee Stadium,40.83,-73.93,0,0.4402559282345569,1,1,0,58.3,0.0,0.0,32.0,5.8,15.1,0.3,0.0,2021,10,23,0
1238,Regular Season,Sat,2021-10-23,19.5,27,1,1,14,8095,BMO Field,43.63,-79.42,0,0.2855278473422454,1,1,1,50.4,0.0,0.0,100.0,5.0,14.8,0.0,0.0,2021,10,23,0
1239,Regular Season,Sun,2021-10-24,16.0,1,2,1,9,20738,Q2 Stadium,30.39,-97.72,0,1.0,1,1,1,76.2,0.0,0.0,89.0,10.4,31.0,0.1,0.0,2021,10,24,0
1240,Regular Season,Sat,2021-10-23,19.0,10,2,2,7,15136,Dignity Health Sports Park,33.86,-118.26,0,0.5605925925925926,1,1,0,67.1,0.1,0.0,71.0,9.4,19.4,1.1,0.0,2021,10,23,0
1241,Regular Season,Sat,2021-10-23,19.0,5,2,0,21,12200,Dick's Sporting Goods Park,39.81,-104.89,0,0.6754886218924755,1,1,0,66.2,0.0,0.0,85.0,11.8,23.8,0.0,0.0,2021,10,23,0
1242,Regular Season,Sat,2021-10-23,19.0,23,1,1,28,15025,Earthquakes Stadium,37.35,-121.92,0,0.8347222222222223,1,1,0,61.3,0.0,0.0,10.0,7.1,11.2,0.0,0.0,2021,10,23,0
1243,Regular Season,Sat,2021-10-23,19.0,12,1,1,11,19406,Allianz Field,44.95,-93.16,0,1.0003092783505154,1,1,0,48.3,0.0,0.0,0.0,4.7,16.6,0.0,0.0,2021,10,23,0
1244,Regular Season,Sat,2021-10-23,19.0,3,1,0,22,31308,Soldier Field,41.86,-87.62,0,1.2545782408335002,1,0,0,52.5,0.0,0.0,8.0,9.5,21.2,0.0,0.0,2021,10,23,0
1245,Regular Season,Sun,2021-10-24,19.5,19,2,2,16,17539,Exploria Stadium,28.54,-81.39,0,0.6878039215686275,1,1,0,80.0,1.3,0.0,100.0,10.5,24.5,0.0,0.0,2021,10,24,0
1246,Regular Season,Sat,2021-10-23,20.0,13,5,1,4,14927,DRV PNK Stadium,26.19,-80.16,0,0.8292777777777778,1,1,0,81.5,0.0,0.0,55.0,14.7,27.4,6.0,0.0,2021,10,23,0
1247,Regular Season,Wed,2021-10-27,19.0,16,1,0,5,10199,Gillette Stadium,42.09,-71.26,0,0.50995,1,0,0,49.3,0.0,0.0,100.0,24.9,57.6,25.3,0.0,2021,10,27,0
1248,Regular Season,Wed,2021-10-27,19.5,8,1,0,18,14109,Audi Field,38.87,-77.01,0,0.70545,1,1,1,69.8,0.0,0.0,0.0,17.4,42.8,0.0,0.0,2021,10,27,0
1249,Regular Season,Wed,2021-10-27,19.5,4,3,6,15,20581,TQL Stadium,39.11,-84.52,0,0.7915769230769231,1,1,0,56.8,0.0,0.0,1.0,8.4,23.0,0.0,0.0,2021,10,27,0
1250,Regular Season,Wed,2021-10-27,19.5,17,1,0,3,12139,Yankee Stadium,40.74,-74.15,0,0.4003495926915339,1,1,0,61.9,0.0,0.0,100.0,22.8,48.2,16.5,0.0,2021,10,27,0
1251,Regular Season,Tue,2021-10-26,19.5,11,3,0,24,22030,Banc of California Stadium,34.01,-118.28,0,1.0013636363636365,1,1,0,65.6,0.0,0.0,3.0,4.7,19.4,0.0,0.0,2021,10,26,0
1252,Regular Season,Wed,2021-10-27,19.5,27,2,2,20,5026,BMO Field,43.63,-79.42,0,0.1772776974357165,1,1,0,57.9,0.0,0.0,0.0,6.9,18.7,0.3,0.0,2021,10,27,0
1253,Regular Season,Wed,2021-10-27,19.5,0,2,1,13,42536,Mercedes-Benz Stadium,33.75,-84.4,0,1.0008470588235294,1,1,0,68.2,0.0,0.0,0.0,0.8,11.9,0.0,0.0,2021,10,27,0
1254,Regular Season,Wed,2021-10-27,19.5,6,3,2,19,16676,Lower.com Field,39.97,-83.02,0,0.8333416620858528,1,1,0,54.1,0.0,0.0,96.0,6.5,19.4,0.0,0.0,2021,10,27,0
1255,Regular Season,Wed,2021-10-27,19.0,21,2,0,23,16086,Providence Park,45.52,-122.69,0,0.6378777064001904,1,1,0,54.8,0.0,0.0,74.0,10.4,30.2,1.6,0.0,2021,10,27,0
1256,Regular Season,Wed,2021-10-27,19.0,28,2,1,12,10833,BC Place Stadium,49.28,-123.11,0,0.4897377938517179,1,1,0,49.9,0.3,0.0,82.0,18.4,36.7,9.2,0.0,2021,10,27,0
1257,Regular Season,Wed,2021-10-27,19.0,7,1,2,22,12486,Toyota Stadium,33.15,-96.84,0,0.6090731707317073,1,1,0,71.7,0.0,0.0,15.0,20.4,41.0,25.800000000000004,0.0,2021,10,27,0
1258,Regular Season,Wed,2021-10-27,19.5,25,2,0,10,18711,Children's Mercy Park,39.12,-94.82,0,1.0132127578924568,1,1,0,58.5,1.4,0.0,100.0,13.8,27.4,13.1,0.0,2021,10,27,0
1259,Regular Season,Sat,2021-10-30,13.5,22,3,4,23,15553,Rio Tinto Stadium,40.58,-111.89,0,0.7694553010438826,1,1,0,36.0,0.0,0.0,35.0,6.5,15.5,0.0,0.0,2021,10,30,0
1260,Regular Season,Sat,2021-10-30,13.5,13,1,3,17,17595,DRV PNK Stadium,26.19,-80.16,0,0.9775,1,1,0,73.3,0.0,0.0,53.0,9.7,29.5,0.0,0.0,2021,10,30,0
1261,Regular Season,Sat,2021-10-30,16.0,18,1,0,14,16344,Red Bull Arena,40.74,-74.15,0,0.65376,1,1,0,63.5,0.0,0.0,62.0,19.5,32.8,13.0,0.0,2021,10,30,0
1262,Regular Season,Sat,2021-10-30,18.0,0,1,1,27,43372,Mercedes-Benz Stadium,33.75,-84.4,0,1.0205176470588235,1,1,0,56.6,0.3,0.0,100.0,19.6,41.0,0.6,0.0,2021,10,30,0
1263,Regular Season,Sat,2021-10-30,19.5,8,1,3,6,16787,Audi Field,38.87,-77.01,0,0.83935,1,1,0,62.8,0.0,0.0,87.0,11.9,27.0,3.1,0.0,2021,10,30,0
1264,Regular Season,Sun,2021-10-31,12.0,12,2,1,25,19682,Allianz Field,44.95,-93.16,0,1.0145360824742269,1,1,0,40.3,0.0,0.0,6.0,14.3,32.8,0.0,0.0,2021,10,31,0
1265,Regular Season,Sun,2021-10-31,14.0,9,0,1,5,14474,BBVA Stadium,29.75,-95.35,0,0.6567448613820954,1,1,0,56.0,0.0,0.0,0.0,6.6,11.5,0.0,0.0,2021,10,31,0
1266,Regular Season,Sun,2021-10-31,16.0,19,1,1,15,15959,Exploria Stadium,28.54,-81.39,0,0.6258431372549019,1,1,0,66.5,0.0,0.0,6.0,11.8,25.6,0.0,0.0,2021,10,31,0
1267,Regular Season,Sun,2021-10-31,19.5,20,2,0,4,13488,Subaru Park,39.83,-75.38,0,0.729081081081081,1,1,0,62.3,0.6,0.0,54.0,15.9,41.8,0.5,0.0,2021,10,31,0
1268,Regular Season,Sat,2021-10-30,20.0,7,2,1,1,16080,Toyota Stadium,33.15,-96.84,0,0.784390243902439,1,1,1,69.3,0.0,0.0,0.0,6.4,18.7,0.0,0.0,2021,10,30,0
1269,Regular Season,Mon,2021-11-01,19.0,24,1,1,10,32781,Lumen Field,47.6,-122.33,0,0.8690154286623191,1,1,0,53.2,0.0,0.0,86.0,8.4,20.9,0.0,0.0,2021,11,1,0
1270,Regular Season,Wed,2021-11-03,19.5,18,0,0,0,15934,Red Bull Arena,40.74,-74.15,0,0.63736,1,1,0,52.8,0.0,0.0,34.0,14.7,31.7,0.0,0.0,2021,11,3,0
1271,Regular Season,Tue,2021-11-02,19.5,11,1,1,28,22221,Banc of California Stadium,34.01,-118.28,0,1.0100454545454545,1,1,0,67.8,0.0,0.0,17.0,6.6,19.1,0.0,0.0,2021,11,2,0
1272,Regular Season,Wed,2021-11-03,19.5,14,2,0,9,0,Stade Saputo,45.56,-73.55,0,0.0,1,0,0,44.4,0.0,0.0,58.0,14.3,29.5,0.0,0.0,2021,11,3,0
1273,Regular Season,Wed,2021-11-03,20.0,1,3,1,25,20738,Q2 Stadium,30.39,-97.72,0,1.0,1,1,0,54.7,2.1,0.0,100.0,16.8,32.0,37.8,0.0,2021,11,3,0
1274,Regular Season,Wed,2021-11-03,20.5,22,1,3,21,18405,Rio Tinto Stadium,40.58,-111.89,0,0.9105526146539356,1,1,0,55.8,0.0,0.0,23.0,4.3,14.4,0.0,0.0,2021,11,3,0
1275,Regular Season,Sun,2021-11-07,14.5,15,1,1,18,26913,Nissan Stadium,36.13,-86.77,0,0.8971,1,1,0,43.8,0.0,0.0,79.0,1.3,10.4,0.0,0.0,2021,11,7,0
1276,Regular Season,Sun,2021-11-07,15.0,10,3,3,12,23803,Dignity Health Sports Park,33.86,-118.26,0,0.8815925925925926,1,1,0,53.9,0.0,0.0,54.0,4.2,4.0,0.0,0.0,2021,11,7,0
1277,Regular Season,Sun,2021-11-07,15.0,23,1,1,7,17075,Earthquakes Stadium,37.35,-121.92,0,0.9486111111111112,1,1,0,46.6,0.0,0.0,0.0,16.6,28.8,0.0,0.0,2021,11,7,0
1278,Regular Season,Sun,2021-11-07,15.0,21,3,0,1,23127,Providence Park,45.52,-122.69,0,0.917083035926719,1,1,0,41.4,0.3,0.0,70.0,13.8,33.8,3.900000000000001,0.0,2021,11,7,0
1279,Regular Season,Sun,2021-11-07,15.0,28,1,1,24,25117,BC Place Stadium,49.28,-123.11,0,1.1354882459312838,1,1,1,39.6,0.5,0.0,86.0,21.1,28.4,12.699999999999998,0.0,2021,11,7,0
1280,Regular Season,Sun,2021-11-07,15.5,16,0,1,13,31635,Gillette Stadium,42.09,-71.26,0,1.58175,1,1,0,46.5,0.0,0.0,18.0,0.7,11.2,0.0,0.0,2021,11,7,0
1281,Regular Season,Sun,2021-11-07,15.5,4,1,2,0,23663,TQL Stadium,39.11,-84.52,0,0.9101153846153848,1,1,0,49.1,0.0,0.0,0.0,1.9,10.4,0.0,0.0,2021,11,7,0
1282,Regular Season,Sun,2021-11-07,15.5,6,2,0,3,19351,Lower.com Field,39.97,-83.02,0,0.9670181400229874,1,1,0,48.3,0.0,0.0,0.0,5.9,15.1,0.0,0.0,2021,11,7,0
1283,Regular Season,Sun,2021-11-07,15.5,14,0,2,19,0,Stade Saputo,45.56,-73.55,0,0.0,1,1,0,43.5,0.0,0.0,0.0,10.5,20.5,0.0,0.0,2021,11,7,0
1284,Regular Season,Sun,2021-11-07,15.5,17,1,1,20,20291,Yankee Stadium,40.83,-73.93,0,0.6692061607466773,1,1,0,48.2,0.0,0.0,26.0,4.3,13.7,0.0,0.0,2021,11,7,0
1285,Regular Season,Sun,2021-11-07,15.5,27,1,3,8,11166,BMO Field,43.63,-79.42,0,0.3938485414976544,1,1,0,48.8,0.0,0.0,10.0,14.3,28.1,0.0,0.0,2021,11,7,0
1286,Regular Season,Sun,2021-11-07,16.0,5,5,2,11,16292,Dick's Sporting Goods Park,39.81,-104.89,0,0.9020541498255912,1,1,0,54.3,0.0,0.0,16.0,8.7,21.2,0.0,0.0,2021,11,7,0
1287,Regular Season,Sun,2021-11-07,17.0,25,0,1,22,19022,Children's Mercy Park,39.12,-94.82,0,1.0300536091406292,1,1,0,58.8,0.0,0.0,20.0,20.9,41.0,0.0,0.0,2021,11,7,0
1288,First Round,Sat,2021-11-20,14.5,20,1,0,18,18623,Subaru Park,39.83,-75.38,1,1.0066486486486486,1,1,0,39.3,0.0,0.0,25.0,2.9,10.8,0.0,0.0,2021,11,20,0
1289,First Round,Sat,2021-11-20,16.0,25,3,1,28,19817,Children's Mercy Park,39.12,-94.82,1,1.0731033735853144,1,1,0,47.7,0.0,0.0,14.0,10.0,24.1,0.0,0.0,2021,11,20,0
1290,First Round,Sun,2021-11-21,14.5,21,3,1,12,22533,Providence Park,45.52,-122.69,1,0.8935284320723292,1,1,0,33.5,0.0,0.0,62.0,4.6,9.7,0.0,0.0,2021,11,21,0
1291,First Round,Sun,2021-11-21,15.0,17,2,0,0,25267,Yankee Stadium,40.83,-73.93,1,0.8333168431120346,1,1,0,46.9,0.0,0.0,1.0,7.1,13.0,0.0,0.0,2021,11,21,0
1292,First Round,Tue,2021-11-23,19.0,15,3,1,19,26043,Nissan Stadium,36.13,-86.77,1,0.8681,1,1,0,46.4,0.0,0.0,0.0,4.2,15.8,0.0,0.0,2021,11,23,0
1293,First Round,Tue,2021-11-23,19.5,24,0,0,22,34012,Lumen Field,47.6,-122.33,1,0.9016489051481894,1,1,0,45.4,0.0,0.0,68.0,13.7,31.7,6.9,0.0,2021,11,23,0
1294,Conference Semifinals,Thu,2021-11-25,14.5,5,0,1,21,17438,Dick's Sporting Goods Park,39.81,-104.89,1,0.965505785947622,1,1,0,23.7,0.0,0.0,25.0,10.6,18.0,0.0,0.0,2021,11,25,0
1295,Conference Semifinals,Sun,2021-11-28,14.0,25,1,2,22,21650,Children's Mercy Park,39.12,-94.82,1,1.172361509720041,1,1,0,35.1,0.0,0.0,3.0,8.6,15.8,0.0,0.0,2021,11,28,0
1296,Conference Semifinals,Sun,2021-11-28,17.5,20,1,1,15,19076,Subaru Park,39.83,-75.38,1,1.0311351351351352,1,1,0,47.6,0.0,0.0,8.0,6.6,25.9,0.0,0.07,2021,11,28,0
1297,Conference Semifinals,Tue,2021-11-30,19.5,16,2,2,17,25509,Gillette Stadium,42.09,-71.26,1,1.27545,1,1,0,38.2,0.0,0.0,88.0,12.2,29.5,0.0,0.0,2021,11,30,0
1298,Conference Finals,Sat,2021-12-04,15.5,21,2,0,22,25218,Providence Park,45.52,-122.69,1,1.0,1,1,0,36.8,0.0,0.0,76.0,8.3,15.8,0.0,0.0,2021,12,4,0
1299,Conference Finals,Sun,2021-12-05,15.0,20,1,2,17,19487,Subaru Park,39.83,-75.38,1,1.0533513513513513,1,1,0,44.0,0.0,0.0,11.0,4.5,16.2,0.0,0.0,2021,12,5,0
1300,MLS Cup,Sat,2021-12-11,12.0,21,1,1,17,25218,Providence Park,45.52,-122.69,1,1.0,1,0,0,43.0,2.8,0.0,100.0,27.6,61.2,9.7,0.0,2021,12,11,0
1301,Regular Season,Sat,2022-02-26,12.5,11,3,0,5,22010,Banc of California Stadium,34.01,-118.28,0,1.0004545454545457,1,1,0,38.1,0.0,0.0,0.0,7.1,14.4,0.0,0.0,2022,2,26,1
1302,Regular Season,Sat,2022-02-26,13.0,20,1,1,12,17487,Subaru Park,39.83,-75.38,0,0.9452432432432432,1,0,0,29.4,0.0,0.0,74.0,10.2,20.2,0.0,0.0,2022,2,26,1
1303,Regular Season,Sat,2022-02-26,15.0,23,1,3,18,16146,PayPal Park,37.35,-121.92,0,0.897,1,0,0,47.0,0.0,0.0,30.0,9.4,16.6,0.0,0.0,2022,2,26,1
1304,Regular Season,Sat,2022-02-26,15.5,6,4,0,28,18939,Lower.com Field,39.97,-83.02,0,0.9464294637949128,1,0,0,29.5,0.0,0.0,91.0,8.8,23.4,0.0,0.0,2022,2,26,1
1305,Regular Season,Sat,2022-02-26,16.5,7,1,1,27,12233,Toyota Stadium,33.15,-96.84,0,0.5967317073170731,1,0,0,33.0,0.0,0.0,100.0,9.7,22.0,0.8,0.0,2022,2,26,1
1306,Regular Season,Sat,2022-02-26,17.0,1,5,0,4,20738,Q2 Stadium,30.39,-97.72,0,1.0,1,0,0,37.8,0.1,0.0,100.0,13.9,27.0,1.6,0.0,2022,2,26,1
1307,Regular Season,Sat,2022-02-26,18.0,8,3,0,2,16412,Audi Field,38.87,-77.01,0,0.8206,1,1,0,42.1,0.0,0.0,31.0,7.6,24.8,0.0,0.0,2022,2,26,1
1308,Regular Season,Sat,2022-02-26,18.0,13,0,0,3,15973,DRV PNK Stadium,26.19,-80.16,0,0.8873888888888889,1,1,0,79.3,0.0,0.0,34.0,13.4,34.6,0.0,0.0,2022,2,26,1
1309,Regular Season,Sun,2022-02-27,13.0,19,2,0,14,21283,Exploria Stadium,28.54,-81.39,0,0.8346274509803921,1,1,0,64.8,0.0,0.0,2.0,4.0,12.2,0.0,0.0,2022,2,27,1
1310,Regular Season,Sun,2022-02-27,14.0,10,1,0,17,25174,Dignity Health Sports Park,33.86,-118.26,0,0.9323703703703704,1,0,0,39.7,0.0,0.0,0.0,6.4,12.2,0.0,0.0,2022,2,27,1
1311,Regular Season,Sun,2022-02-27,15.0,0,3,1,25,67523,Mercedes-Benz Stadium,33.75,-84.4,0,1.5887764705882352,1,0,0,48.0,2.3,0.0,100.0,9.1,15.5,3.6,0.0,2022,2,27,1
1312,Regular Season,Sat,2022-02-26,16.5,21,2,2,16,23411,Providence Park,45.52,-122.69,0,0.928344833055754,1,0,0,31.2,0.0,0.0,64.0,6.5,14.8,0.0,0.0,2022,2,26,1
1313,Regular Season,Sun,2022-02-27,17.0,24,0,1,15,30013,Lumen Field,47.6,-122.33,0,0.7956364985949843,1,1,0,45.0,0.2,0.0,99.0,19.2,43.2,10.4,0.0,2022,2,27,1
1314,Regular Season,Sun,2022-02-27,18.0,9,0,0,22,18561,PNC Stadium,29.75,-95.35,0,0.8421888470438768,1,1,0,47.1,0.0,0.0,73.0,17.1,34.6,1.1,0.0,2022,2,27,1
1315,Regular Season,Sat,2022-03-05,13.5,16,1,0,7,14554,Gillette Stadium,42.09,-71.26,0,0.7277,1,0,0,21.9,0.0,0.0,30.0,7.3,20.5,0.0,0.0,2022,3,5,1
1316,Regular Season,Sat,2022-03-05,14.0,27,1,4,18,23121,BMO Field,43.63,-79.42,0,0.8155267891785122,1,1,0,30.1,0.0,0.0,83.0,15.1,28.8,0.0,0.0,2022,3,5,1
1317,Regular Season,Sat,2022-03-05,14.5,25,1,0,9,18872,Children's Mercy Park,39.12,-94.82,0,1.0219310120755942,1,1,0,59.9,0.0,0.0,100.0,20.9,48.2,0.0,0.0,2022,3,5,1
1318,Regular Season,Sat,2022-03-05,14.5,23,3,3,6,12888,PayPal Park,37.35,-121.92,0,0.716,1,0,0,42.1,0.0,0.0,21.0,26.4,46.1,0.4,0.0,2022,3,5,0
1319,Regular Season,Sat,2022-03-05,15.0,28,0,0,17,18643,BC Place Stadium,49.28,-123.11,0,0.8428119349005425,1,0,0,31.3,0.0,0.0,3.0,9.2,15.1,0.0,0.0,2022,3,5,1
1320,Regular Season,Sat,2022-03-05,16.0,14,1,2,20,13067,Stade Olympique,45.56,-73.55,0,0.2141990689135138,1,1,0,18.4,0.0,0.0,29.0,5.6,12.2,0.0,0.0,2022,3,5,1
1321,Regular Season,Sat,2022-03-05,16.0,5,3,0,0,12538,Dick's Sporting Goods Park,39.81,-104.89,0,0.6942029787940867,1,0,0,31.5,0.0,0.07,100.0,15.0,20.5,0.0,0.21,2022,3,5,1
1322,Regular Season,Sat,2022-03-05,16.0,22,1,0,24,20017,Rio Tinto Stadium,40.58,-111.89,0,0.9903032701726612,1,1,0,42.2,0.2,0.0,79.0,4.6,22.7,1.3,0.0,2022,3,5,1
1323,Regular Season,Sat,2022-03-05,17.0,12,1,1,15,18107,Allianz Field,44.95,-93.16,0,0.9333505154639176,1,1,0,36.8,0.0,0.0,100.0,6.3,12.6,0.7,0.0,2022,3,5,1
1324,Regular Season,Sat,2022-03-05,17.0,3,0,0,19,25477,Soldier Field,41.86,-87.62,0,1.0209176517731915,1,1,0,53.7,0.0,0.0,29.0,22.0,37.1,0.0,0.0,2022,3,5,1
1325,Regular Season,Sat,2022-03-05,18.0,4,0,1,8,22183,TQL Stadium,39.11,-84.52,0,0.8531923076923077,1,1,0,70.9,0.0,0.0,0.0,22.1,51.5,0.0,0.0,2022,3,5,1
1326,Regular Season,Sun,2022-03-06,15.0,1,5,1,13,20738,Q2 Stadium,30.39,-97.72,0,1.0,1,0,0,68.7,0.2,0.0,46.0,25.6,38.9,0.3,0.0,2022,3,6,0
1327,Regular Season,Sat,2022-03-05,19.5,2,0,1,10,74479,Bank of America Stadium,33.23,-81.02,0,1.861975,1,0,0,78.4,0.0,0.0,51.0,17.0,38.9,0.0,0.0,2022,3,5,1
1328,Regular Season,Sun,2022-03-06,19.0,11,1,1,21,22102,Banc of California Stadium,34.01,-118.28,0,1.0046363636363635,1,1,0,57.9,0.0,0.0,1.0,5.7,19.4,0.0,0.0,2022,3,6,0
1329,Regular Season,Sat,2022-03-12,12.5,24,3,2,10,33200,Lumen Field,47.6,-122.33,0,0.8801230051428874,1,1,0,37.1,0.0,0.0,61.0,6.0,17.3,0.0,0.0,2022,3,12,0
1330,Regular Season,Sat,2022-03-12,13.0,17,4,1,14,21113,Yankee Stadium,40.83,-73.93,0,0.6963160845618548,1,1,0,42.6,0.5,0.0,100.0,3.5,11.5,0.1,0.0,2022,3,12,1
1331,Regular Season,Sat,2022-03-12,13.5,6,2,1,27,16116,Lower.com Field,39.97,-83.02,0,0.8053570536205087,1,1,1,19.9,0.0,0.0,100.0,26.4,48.6,0.0,2.5900000000000003,2022,3,12,0
1332,Regular Season,Sat,2022-03-12,13.5,13,0,2,11,11465,DRV PNK Stadium,26.19,-80.16,0,0.6369444444444444,1,0,0,77.6,0.0,0.0,41.0,20.2,39.6,0.0,0.0,2022,3,12,0
1333,Regular Season,Sat,2022-03-12,17.5,9,2,1,28,13028,PNC Stadium,29.75,-95.35,0,0.5911338989972322,1,1,0,47.4,0.0,0.0,0.0,13.9,35.3,0.1,0.0,2022,3,12,0
1334,Regular Season,Sun,2022-03-13,16.5,0,2,1,2,43055,Mercedes-Benz Stadium,33.75,-84.4,0,1.0130588235294118,1,1,0,38.4,0.0,0.0,0.0,4.0,18.0,0.0,0.0,2022,3,13,0
1335,Regular Season,Sat,2022-03-12,19.0,21,1,0,1,22795,Providence Park,45.52,-122.69,0,0.9039178364660164,1,1,0,53.9,0.0,0.0,4.0,7.9,27.4,0.0,0.0,2022,3,12,0
1336,Regular Season,Sun,2022-03-13,19.0,18,0,1,12,14848,Red Bull Arena,40.74,-74.15,0,0.59392,1,0,0,33.6,0.0,0.0,13.0,19.9,42.5,0.0,0.35,2022,3,13,1
1337,Regular Season,Sat,2022-03-12,19.0,5,2,0,25,12387,Dick's Sporting Goods Park,39.81,-104.89,0,0.6858424229001716,1,1,0,51.3,0.0,0.0,4.0,8.2,18.7,0.0,0.0,2022,3,12,0
1338,Regular Season,Sat,2022-03-12,19.5,19,1,2,4,16512,Exploria Stadium,28.54,-81.39,0,0.6475294117647059,1,1,0,64.9,0.1,0.0,88.0,29.8,55.8,8.6,0.0,2022,3,12,0
1339,Regular Season,Sat,2022-03-12,19.5,16,2,3,22,10633,Gillette Stadium,42.09,-71.26,0,0.53165,1,0,0,38.7,1.0,0.0,100.0,24.8,55.1,5.3,0.0,2022,3,12,0
1340,Regular Season,Sat,2022-03-12,19.5,7,2,0,15,13448,Toyota Stadium,33.15,-96.84,0,0.656,1,1,0,50.7,0.0,0.0,0.0,4.8,19.4,0.0,0.0,2022,3,12,0
1341,Regular Season,Sat,2022-03-12,19.5,20,2,0,23,14533,Subaru Park,39.83,-75.38,0,0.7855675675675675,1,0,0,31.3,0.0,0.42,100.0,31.4,69.1,8.0,4.9,2022,3,12,0
1342,Regular Season,Sat,2022-03-12,19.5,8,0,2,3,13795,Audi Field,38.87,-77.01,0,0.68975,1,1,0,30.0,0.0,0.42,100.0,28.3,61.9,6.8,6.229999999999999,2022,3,12,0
1343,Regular Season,Sat,2022-03-19,12.5,10,0,1,19,25174,Dignity Health Sports Park,33.86,-118.26,0,0.9323703703703704,1,0,0,53.1,0.0,0.0,65.0,7.3,13.0,0.0,0.0,2022,3,19,0
1344,Regular Season,Sat,2022-03-19,13.0,17,0,2,20,15968,Yankee Stadium,40.83,-73.93,0,0.5266317073975133,1,1,0,53.0,0.0,0.0,100.0,6.6,18.4,0.8999999999999999,0.0,2022,3,19,0
1345,Regular Season,Sat,2022-03-19,13.0,4,3,1,13,19365,TQL Stadium,39.11,-84.52,0,0.7448076923076923,1,1,0,49.7,0.1,0.0,100.0,20.0,39.6,7.1,0.0,2022,3,19,0
1346,Regular Season,Sat,2022-03-19,15.0,27,2,1,8,21501,BMO Field,43.63,-79.42,0,0.758385947585623,1,1,0,40.4,0.8,0.0,100.0,10.1,20.5,5.6000000000000005,0.0,2022,3,19,0
1347,Regular Season,Sat,2022-03-19,16.0,0,3,3,14,42578,Mercedes-Benz Stadium,33.75,-84.4,0,1.0018352941176472,1,1,0,55.0,0.0,0.0,2.0,15.3,36.4,1.4,0.0,2022,3,19,0
1348,Regular Season,Sat,2022-03-19,17.0,3,3,1,25,9352,Soldier Field,41.86,-87.62,0,0.3747545582047686,1,0,0,38.3,0.1,0.0,100.0,19.2,40.3,1.7000000000000002,0.0,2022,3,19,0
1349,Regular Season,Sat,2022-03-19,19.0,2,3,1,16,29318,Bank of America Stadium,33.23,-81.02,0,0.73295,1,1,0,75.1,0.7,0.0,57.0,28.5,58.7,2.8,0.0,2022,3,19,0
1350,Regular Season,Sun,2022-03-20,14.0,18,1,1,6,15323,Red Bull Arena,40.74,-74.15,0,0.61292,1,1,0,55.3,0.0,0.0,17.0,16.2,38.5,0.7999999999999999,0.0,2022,3,20,0
1351,Regular Season,Sun,2022-03-20,15.5,1,1,1,24,20738,Q2 Stadium,30.39,-97.72,0,1.0,1,1,0,60.7,0.0,0.0,0.0,13.0,28.1,0.0,0.0,2022,3,20,0
1352,Regular Season,Sat,2022-03-19,19.0,12,1,0,23,18685,Allianz Field,44.95,-93.16,0,0.9631443298969072,1,1,0,46.0,0.0,0.0,0.0,4.0,16.9,0.0,0.0,2022,3,19,0
1353,Regular Season,Sat,2022-03-19,19.5,9,1,1,5,17007,PNC Stadium,29.75,-95.35,0,0.7716774808294388,1,1,0,69.8,0.0,0.0,2.0,9.8,24.1,0.0,0.0,2022,3,19,0
1354,Regular Season,Sat,2022-03-19,19.5,7,4,1,21,19096,Toyota Stadium,33.15,-96.84,0,0.9315121951219512,1,1,0,69.8,0.0,0.0,0.0,10.6,26.3,0.0,0.0,2022,3,19,0
