,round,day,date,local_time,home_team,home_score,away_score,away_team,attendance,stadium,latitude,longitude,playoff,att_div_capacity,real_home_team,same_conf,rivals,temperature,rain,snow,cloudcover,windspeed,windgust,rain_sum,snow_sum,date_year,date_month,date_day,home_opener
126,Regular Season,Sat,2018-05-26,14.0,24,0,1,22,39508,CenturyLink Field,47.6,-122.33,0,1.0022577944645985,1,1,0,53.9,0.0,0.0,86.0,6.1,15.1,0.0,0.0,2018,5,26,0
127,Regular Season,Sat,2018-05-26,14.5,28,3,3,16,22120,BC Place,49.28,-123.11,0,1.0,1,0,0,52.4,0.0,0.0,38.0,6.4,13.7,0.0,0.0,2018,5,26,0
128,Regular Season,Sat,2018-05-26,19.0,18,0,0,20,17814,Red Bull Arena,40.74,-74.15,0,0.71256,1,1,0,89.0,0.0,0.0,31.0,13.1,28.4,0.0,0.0,2018,5,26,0
129,Regular Season,Sat,2018-05-26,19.5,19,1,2,3,25288,Orlando City Stadium,28.54,-81.39,0,0.991686274509804,1,1,0,79.2,0.3,0.0,94.0,16.4,33.5,0.0,0.0,2018,5,26,0
130,Regular Season,Fri,2018-05-25,19.916666666666668,9,3,1,17,18123,BBVA Compass Stadium,29.75,-95.35,0,0.8223149870683788,1,0,0,84.8,0.5,0.0,38.0,4.3,20.9,0.0,0.0,2018,5,25,0
131,Regular Season,Fri,2018-05-25,20.0,10,1,0,23,23118,StubHub Center,33.86,-118.26,0,0.8562222222222222,1,1,1,66.5,0.0,0.0,46.0,18.4,30.6,0.6,0.0,2018,5,25,0
132,Regular Season,Fri,2018-05-25,20.0,27,0,1,7,27549,BMO Field,43.63,-79.42,0,0.9183,1,0,0,74.6,0.0,0.0,21.0,19.5,40.3,0.0,0.0,2018,5,25,0
133,Regular Season,Sun,2018-05-27,17.0,25,0,0,6,20697,Children's Mercy Park,39.12,-94.82,0,1.1207559430335192,1,0,0,86.6,0.0,0.0,0.0,7.2,21.6,0.0,0.0,2018,5,27,0
134,Regular Season,Sat,2018-05-26,19.0,12,2,0,14,21331,TCF Bank Stadium,44.98,-93.22,0,0.9742406942224252,1,0,0,90.0,0.0,0.0,8.0,11.9,26.6,0.7,0.0,2018,5,26,0
135,Regular Season,Sat,2018-05-26,19.0,11,1,1,8,22000,Banc of California Stadium,34.01,-118.28,0,1.0,1,0,0,65.9,0.0,0.0,100.0,7.3,20.5,0.0,0.0,2018,5,26,0
136,Regular Season,Sat,2018-05-26,19.0,5,2,3,21,17424,Dick's Sporting Goods Park,39.81,-104.89,0,0.9647306350700404,1,1,0,85.4,0.0,0.0,9.0,6.4,20.9,0.0,0.0,2018,5,26,0
137,Regular Season,Wed,2018-05-30,19.5,16,1,1,0,10547,Gillette Stadium,42.09,-71.26,0,0.52735,1,1,0,77.1,0.0,0.0,10.0,10.2,27.7,0.0,0.0,2018,5,30,0
138,Regular Season,Wed,2018-05-30,19.5,20,3,1,3,14805,Talen Energy Stadium,39.83,-75.38,0,0.8002702702702703,1,1,0,77.4,0.0,0.0,89.0,14.0,33.5,0.0,0.0,2018,5,30,0
139,Regular Season,Wed,2018-05-30,19.5,22,2,1,9,16613,Rio Tinto Stadium,40.58,-111.89,0,0.8218967990896947,1,1,0,81.0,0.0,0.0,32.0,8.6,29.2,0.0,0.0,2018,5,30,0
140,Regular Season,Wed,2018-05-30,19.5,10,2,3,7,18003,StubHub Center,33.86,-118.26,0,0.6667777777777778,1,1,0,66.7,0.0,0.0,84.0,10.5,22.3,0.0,0.0,2018,5,30,0
141,Regular Season,Sat,2018-06-02,14.0,21,1,1,10,21144,Providence Park,45.52,-122.69,0,1.0,1,1,0,51.3,0.0,0.0,4.0,5.1,14.0,0.0,0.0,2018,6,2,0
142,Regular Season,Fri,2018-06-01,19.0,5,1,2,28,16746,Dick's Sporting Goods Park,39.81,-104.89,0,0.9271911854271636,1,1,0,84.3,0.0,0.0,5.0,4.1,16.9,0.0,0.0,2018,6,1,0
143,Regular Season,Sat,2018-06-02,19.5,17,3,0,19,22103,Yankee Stadium,40.83,-73.93,0,0.7289667227334191,1,1,0,81.8,0.1,0.0,63.0,6.6,22.3,0.0,0.0,2018,6,2,0
144,Regular Season,Sat,2018-06-02,19.5,0,3,1,20,45140,Mercedes-Benz Stadium,33.75,-84.4,0,1.0621176470588236,1,1,0,82.9,0.1,0.0,39.0,7.9,31.0,8.6,0.0,2018,6,2,0
145,Regular Season,Sat,2018-06-02,19.5,14,1,0,9,17512,Stade Saputo,45.56,-73.55,0,0.8418826017979905,1,0,0,73.3,0.0,0.0,0.0,18.7,38.9,0.8,0.0,2018,6,2,0
146,Regular Season,Sat,2018-06-02,19.5,16,2,1,18,21576,Gillette Stadium,42.09,-71.26,0,1.0788,1,1,0,75.8,0.1,0.0,58.0,8.4,25.9,11.3,0.0,2018,6,2,0
147,Regular Season,Sat,2018-06-02,19.5,6,3,3,27,12305,MAPFRE Stadium,40.01,-82.99,0,0.6162359775641025,1,1,1,77.4,0.3,0.0,60.0,13.5,30.6,0.0,0.0,2018,6,2,0
148,Regular Season,Sat,2018-06-02,19.0,7,2,1,11,14022,Toyota Stadium,33.15,-96.84,0,0.684,1,1,0,95.8,0.0,0.0,26.0,12.6,32.4,0.0,0.0,2018,6,2,0
149,Regular Season,Sat,2018-06-02,19.5,22,2,0,24,18556,Rio Tinto Stadium,40.58,-111.89,0,0.9180230544698956,1,1,0,72.6,0.0,0.0,0.0,11.4,29.9,0.0,0.0,2018,6,2,0
150,Regular Season,Sat,2018-06-02,19.5,3,2,1,23,14138,Toyota Park,41.76,-87.81,0,0.7069,1,0,0,67.3,0.0,0.0,31.0,16.3,31.3,0.0,0.0,2018,6,2,0
151,Regular Season,Sun,2018-06-03,19.5,25,4,1,12,20422,Children's Mercy Park,39.12,-94.82,0,1.1058645150809552,1,1,0,80.7,0.0,0.0,0.0,15.3,34.2,0.0,0.0,2018,6,3,0
152,Regular Season,Sat,2018-06-09,12.5,17,1,1,0,25628,Yankee Stadium,40.83,-73.93,0,0.8452227828897464,1,1,0,67.2,0.0,0.0,30.0,10.4,22.0,0.0,0.0,2018,6,9,0
153,Regular Season,Sat,2018-06-09,16.0,28,5,2,19,22120,BC Place,49.28,-123.11,0,1.0,1,0,0,52.7,0.2,0.0,48.0,9.0,19.8,9.6,0.0,2018,6,9,0
154,Regular Season,Sat,2018-06-09,17.0,6,1,1,18,11246,MAPFRE Stadium,40.01,-82.99,0,0.5632011217948718,1,1,0,80.9,0.0,0.0,19.0,7.2,25.2,1.2000000000000002,0.0,2018,6,9,0
155,Regular Season,Fri,2018-06-08,20.0,20,0,2,27,16493,Talen Energy Stadium,39.83,-75.38,0,0.8915135135135135,1,1,0,79.6,0.0,0.0,62.0,8.0,18.7,0.0,0.0,2018,6,8,0
156,Regular Season,Sat,2018-06-09,19.0,7,2,0,14,13506,Toyota Stadium,33.15,-96.84,0,0.658829268292683,1,0,0,90.8,0.0,0.0,2.0,16.3,32.8,0.0,0.0,2018,6,9,0
157,Regular Season,Sat,2018-06-09,19.0,24,2,1,8,39465,CenturyLink Field,47.6,-122.33,0,1.0011669499479947,1,0,0,56.8,0.3,0.0,70.0,2.2,16.2,4.300000000000001,0.0,2018,6,9,0
158,Regular Season,Sat,2018-06-09,19.5,21,0,0,25,21144,Providence Park,45.52,-122.69,0,1.0,1,1,0,59.0,0.6,0.0,70.0,8.1,27.0,8.700000000000001,0.0,2018,6,9,0
159,Regular Season,Sat,2018-06-09,19.5,23,3,4,11,17650,Avaya Stadium,37.35,-121.92,0,0.9805555555555556,1,1,0,65.3,0.0,0.0,38.0,22.6,31.3,0.0,0.0,2018,6,9,0
160,Regular Season,Sat,2018-06-09,19.5,10,3,0,22,25462,StubHub Center,33.86,-118.26,0,0.943037037037037,1,1,0,77.9,0.0,0.0,6.0,14.5,26.6,0.0,0.0,2018,6,9,0
161,Regular Season,Sat,2018-06-09,19.5,3,1,1,16,14415,Toyota Park,41.76,-87.81,0,0.72075,1,1,0,71.1,0.0,0.0,100.0,6.2,17.3,5.300000000000001,0.0,2018,6,9,0
162,Regular Season,Sat,2018-06-09,20.0,9,2,0,5,16058,BBVA Compass Stadium,29.75,-95.35,0,0.7286174508825264,1,1,0,85.3,5.7,0.0,37.0,15.1,33.8,0.2,0.0,2018,6,9,0
163,Regular Season,Wed,2018-06-13,19.5,14,3,0,19,15621,Stade Saputo,45.56,-73.55,0,0.7509735108888995,1,1,0,74.0,0.6,0.0,70.0,8.6,28.8,0.4,0.0,2018,6,13,0
164,Regular Season,Wed,2018-06-13,19.5,6,0,2,0,10132,MAPFRE Stadium,40.01,-82.99,0,0.5074118589743589,1,1,0,81.8,0.0,0.0,90.0,16.5,42.8,17.0,0.0,2018,6,13,0
165,Regular Season,Wed,2018-06-13,19.0,5,2,2,3,16068,Dick's Sporting Goods Park,39.81,-104.89,0,0.8896517357842866,1,0,0,89.4,0.0,0.0,8.0,6.8,24.8,0.0,0.0,2018,6,13,0
166,Regular Season,Wed,2018-06-13,19.5,23,2,2,16,16234,Avaya Stadium,37.35,-121.92,0,0.9018888888888889,1,0,0,83.6,0.0,0.0,0.0,12.8,17.3,0.0,0.0,2018,6,13,0
167,Regular Season,Wed,2018-06-13,20.0,18,2,1,24,15553,Red Bull Arena,40.74,-74.15,0,0.62212,1,0,0,74.0,0.0,0.0,100.0,17.5,34.6,6.9,0.0,2018,6,13,0
168,Regular Season,Wed,2018-06-13,20.0,27,4,4,8,23011,BMO Field,43.63,-79.42,0,0.7670333333333333,1,1,0,75.4,0.0,0.0,22.0,25.7,67.7,0.6000000000000001,0.0,2018,6,13,0
169,Regular Season,Sat,2018-06-23,17.0,20,4,0,28,15250,Talen Energy Stadium,39.83,-75.38,0,0.8243243243243243,1,0,0,77.4,0.1,0.0,100.0,5.6,30.6,5.5,0.0,2018,6,23,0
170,Regular Season,Sat,2018-06-23,18.0,18,3,0,7,20827,Red Bull Arena,40.74,-74.15,0,0.83308,1,0,0,65.5,0.0,0.0,100.0,8.0,20.2,10.7,0.0,2018,6,23,0
171,Regular Season,Sat,2018-06-23,19.5,19,0,2,14,23498,Orlando City Stadium,28.54,-81.39,0,0.9214901960784314,1,1,0,87.7,1.7,0.0,73.0,9.1,23.4,0.8,0.0,2018,6,23,0
172,Regular Season,Sun,2018-06-24,16.5,0,1,1,21,45116,Mercedes-Benz Stadium,33.75,-84.4,0,1.0615529411764706,1,0,0,85.5,0.0,0.0,26.0,12.3,32.4,0.0,0.0,2018,6,24,0
173,Regular Season,Sun,2018-06-24,17.0,17,2,1,27,23930,Yankee Stadium,40.83,-73.93,0,0.7892219913591241,1,1,0,80.2,0.0,0.0,56.0,12.9,32.4,0.4,0.0,2018,6,24,0
174,Regular Season,Sat,2018-06-23,19.0,24,1,1,3,39513,CenturyLink Field,47.6,-122.33,0,1.0023846368502498,1,0,0,60.5,0.0,0.0,80.0,3.8,13.0,1.7,0.0,2018,6,23,0
175,Regular Season,Sat,2018-06-23,19.0,5,3,2,12,13664,Dick's Sporting Goods Park,39.81,-104.89,0,0.7565472565195726,1,1,0,80.3,0.0,0.0,25.0,5.1,22.0,0.0,0.0,2018,6,23,0
176,Regular Season,Sat,2018-06-23,19.5,25,3,2,9,20081,Children's Mercy Park,39.12,-94.82,0,1.087399144419776,1,1,0,79.3,0.0,0.0,10.0,5.2,22.0,0.1,0.0,2018,6,23,0
177,Regular Season,Sat,2018-06-23,19.5,11,2,0,6,22000,Banc of California Stadium,34.01,-118.28,0,1.0,1,0,0,73.7,0.0,0.0,4.0,14.4,33.8,0.0,0.0,2018,6,23,0
178,Regular Season,Sat,2018-06-23,20.0,22,1,1,23,18472,Rio Tinto Stadium,40.58,-111.89,0,0.913867313115322,1,1,0,84.1,0.0,0.0,10.0,15.8,41.4,0.0,0.0,2018,6,23,0
179,Regular Season,Sat,2018-06-30,13.5,24,2,3,21,47521,CenturyLink Field,47.6,-122.33,0,1.2055354017098354,1,1,1,54.4,0.0,0.0,100.0,7.2,15.1,0.0,0.0,2018,6,30,0
180,Regular Season,Sat,2018-06-30,19.0,0,4,0,19,71932,Mercedes-Benz Stadium,33.75,-84.4,0,1.6925176470588237,1,1,0,86.0,0.0,0.0,26.0,10.2,28.4,0.4,0.0,2018,6,30,0
181,Regular Season,Fri,2018-06-29,19.0,12,0,1,7,22345,TCF Bank Stadium,44.98,-93.22,0,1.0205526375884906,1,1,0,94.9,0.0,0.0,1.0,26.6,56.2,0.0,0.0,2018,6,29,0
182,Regular Season,Sat,2018-06-30,19.0,14,2,0,25,16142,Stade Saputo,45.56,-73.55,0,0.7760203836354022,1,0,0,87.0,0.0,0.0,81.0,19.4,40.7,0.8999999999999999,0.0,2018,6,30,0
183,Regular Season,Sat,2018-06-30,19.5,16,3,2,8,19371,Gillette Stadium,42.09,-71.26,0,0.96855,1,1,0,89.5,0.0,0.0,14.0,9.0,25.6,0.0,0.0,2018,6,30,0
184,Regular Season,Sat,2018-06-30,19.5,6,2,1,22,16680,MAPFRE Stadium,40.01,-82.99,0,0.8353365384615384,1,0,0,87.9,0.0,0.0,13.0,3.8,14.8,0.0,0.0,2018,6,30,0
185,Regular Season,Sun,2018-07-01,16.0,28,0,1,5,21038,BC Place,49.28,-123.11,0,0.9510849909584088,1,1,0,59.7,0.2,0.0,100.0,11.6,25.2,0.6,0.0,2018,7,1,0
186,Regular Season,Sun,2018-07-01,16.5,27,0,1,18,26363,BMO Field,43.63,-79.42,0,0.8787666666666667,1,1,0,81.9,0.0,0.0,8.0,14.9,34.6,0.0,0.0,2018,7,1,0
187,Regular Season,Sat,2018-06-30,17.0,11,4,1,20,22000,Banc of California Stadium,34.01,-118.28,0,1.0,1,0,0,69.2,0.0,0.0,28.0,8.7,20.9,0.0,0.0,2018,6,30,0
188,Regular Season,Sat,2018-06-30,19.0,3,3,2,17,15204,Toyota Park,41.76,-87.81,0,0.7602,1,1,0,90.2,0.0,0.0,16.0,15.9,28.1,0.0,0.0,2018,6,30,0
189,Regular Season,Sat,2018-06-30,19.0,23,3,3,10,50743,Stanford Stadium,37.43,-122.01,0,1.006326352530541,1,1,1,88.0,0.0,0.0,0.0,7.2,23.4,0.0,0.0,2018,6,30,0
190,Regular Season,Wed,2018-07-04,18.0,12,4,3,27,20559,TCF Bank Stadium,44.98,-93.22,0,0.9389815026261704,1,0,0,88.5,0.0,0.0,8.0,19.5,41.0,0.0,0.0,2018,7,4,0
191,Regular Season,Tue,2018-07-03,20.0,9,2,2,11,16037,BBVA Compass Stadium,29.75,-95.35,0,0.7276645945823313,1,1,0,92.6,0.0,0.0,35.0,8.0,20.5,0.0,0.0,2018,7,3,0
192,Regular Season,Wed,2018-07-04,19.0,7,3,2,0,17298,Toyota Stadium,33.15,-96.84,0,0.8438048780487805,1,0,0,89.9,0.0,0.0,36.0,21.4,41.0,0.0,0.0,2018,7,4,0
193,Regular Season,Wed,2018-07-04,19.0,5,1,2,24,16374,Dick's Sporting Goods Park,39.81,-104.89,0,0.9065943192514258,1,1,0,89.4,0.3,0.0,33.0,9.8,29.9,0.0,0.0,2018,7,4,0
194,Regular Season,Wed,2018-07-04,19.5,10,2,2,8,25462,StubHub Center,33.86,-118.26,0,0.943037037037037,1,0,0,77.6,0.0,0.0,3.0,10.1,21.6,0.0,0.0,2018,7,4,0
195,Regular Season,Wed,2018-07-04,20.0,22,4,2,25,19206,Rio Tinto Stadium,40.58,-111.89,0,0.9501805768564784,1,1,0,92.7,0.0,0.0,0.0,4.2,31.0,0.0,0.0,2018,7,4,0
196,Regular Season,Sat,2018-07-07,19.0,20,0,2,0,17025,Talen Energy Stadium,39.83,-75.38,0,0.9202702702702704,1,1,0,76.5,0.0,0.0,0.0,7.7,24.5,0.0,0.0,2018,7,7,0
197,Regular Season,Sat,2018-07-07,19.5,16,0,0,24,16484,Gillette Stadium,42.09,-71.26,0,0.8242,1,0,0,77.1,0.0,0.0,0.0,1.3,13.3,0.0,0.0,2018,7,7,0
198,Regular Season,Sat,2018-07-07,19.5,14,2,1,5,16030,Stade Saputo,45.56,-73.55,0,0.7706360271140811,1,0,0,78.5,0.0,0.0,58.0,13.7,28.8,0.0,0.0,2018,7,7,0
199,Regular Season,Sun,2018-07-08,19.0,17,1,0,18,30027,Yankee Stadium,40.83,-73.93,0,0.9903037498763232,1,1,1,80.9,0.0,0.0,0.0,5.3,13.0,0.0,0.0,2018,7,8,0
200,Regular Season,Sat,2018-07-07,19.5,28,3,2,3,22120,BC Place,49.28,-123.11,0,1.0,1,0,0,62.2,0.2,0.0,100.0,8.8,24.5,14.6,0.0,2018,7,7,0
201,Regular Season,Sat,2018-07-07,19.5,10,4,0,6,21211,StubHub Center,33.86,-118.26,0,0.7855925925925926,1,0,0,96.0,0.2,0.0,7.0,13.0,25.2,0.0,0.0,2018,7,7,0
202,Regular Season,Sat,2018-07-07,19.5,25,2,2,27,21064,Children's Mercy Park,39.12,-94.82,0,1.1406292305193046,1,0,0,84.6,0.0,0.0,0.0,10.5,26.6,0.0,0.0,2018,7,7,0
203,Regular Season,Sat,2018-07-07,20.0,9,3,0,12,13947,BBVA Compass Stadium,29.75,-95.35,0,0.6328327056581514,1,1,0,83.8,0.7,0.0,100.0,9.0,25.2,3.4000000000000004,0.0,2018,7,7,0
204,Regular Season,Sat,2018-07-07,20.0,22,2,0,7,17319,Rio Tinto Stadium,40.58,-111.89,0,0.8568248157126601,1,1,0,98.4,0.0,0.0,54.0,13.2,31.7,0.0,0.0,2018,7,7,0
205,Regular Season,Sat,2018-07-07,20.0,11,4,1,19,22000,Banc of California Stadium,34.01,-118.28,0,1.0,1,0,0,101.5,0.0,0.0,1.0,12.6,30.2,0.0,0.0,2018,7,7,0
206,Regular Season,Sat,2018-07-07,20.0,21,2,1,23,21144,Providence Park,45.52,-122.69,0,1.0,1,1,0,74.4,0.0,0.0,36.0,5.3,20.9,0.0,0.0,2018,7,7,0
207,Regular Season,Wed,2018-07-11,19.0,17,3,0,14,18706,Yankee Stadium,40.83,-73.93,0,0.6169321592295769,1,1,0,84.8,0.0,0.0,23.0,11.2,24.1,0.0,0.0,2018,7,11,0
208,Regular Season,Wed,2018-07-11,19.5,3,3,4,20,12008,Toyota Park,41.76,-87.81,0,0.6004,1,1,0,82.6,0.0,0.0,23.0,10.2,21.2,0.0,0.0,2018,7,11,0
209,Regular Season,Sat,2018-07-14,19.0,17,2,0,6,21085,Yankee Stadium,40.83,-73.93,0,0.6953926321691237,1,1,0,87.6,0.0,0.0,100.0,11.4,25.2,0.0,0.0,2018,7,14,0
210,Regular Season,Sat,2018-07-14,19.0,18,3,2,25,16793,Red Bull Arena,40.74,-74.15,0,0.67172,1,0,0,88.8,0.0,0.0,100.0,11.8,28.4,0.0,0.0,2018,7,14,0
211,Regular Season,Sat,2018-07-14,19.5,16,2,3,10,36573,Gillette Stadium,42.09,-71.26,0,1.82865,1,0,0,81.0,0.0,0.0,48.0,11.5,32.0,0.0,0.0,2018,7,14,0
212,Regular Season,Sat,2018-07-14,19.5,14,2,0,23,15485,Stade Saputo,45.56,-73.55,0,0.7444353636844383,1,0,0,79.5,0.0,0.0,93.0,8.7,23.0,4.0,0.0,2018,7,14,0
213,Regular Season,Sun,2018-07-15,14.0,0,1,1,24,72243,Mercedes-Benz Stadium,33.75,-84.4,0,1.699835294117647,1,0,0,75.3,0.5,0.0,100.0,0.8,15.5,0.1,0.0,2018,7,15,0
214,Regular Season,Sun,2018-07-15,15.0,11,0,0,21,22000,Banc of California Stadium,34.01,-118.28,0,1.0,1,1,0,71.5,0.0,0.0,16.0,5.8,16.9,0.0,0.0,2018,7,15,0
215,Regular Season,Sat,2018-07-14,19.0,5,0,0,9,14327,Dick's Sporting Goods Park,39.81,-104.89,0,0.7932561873650407,1,1,0,91.2,0.0,0.0,17.0,9.4,27.0,0.0,0.0,2018,7,14,0
216,Regular Season,Sat,2018-07-14,19.0,7,3,1,3,16000,Toyota Stadium,33.15,-96.84,0,0.7804878048780488,1,0,1,94.5,0.0,0.0,26.0,9.4,24.1,0.4,0.0,2018,7,14,0
217,Regular Season,Sat,2018-07-14,19.0,12,3,2,22,23667,TCF Bank Stadium,44.98,-93.22,0,1.0809317195706782,1,1,0,85.7,0.0,0.0,30.0,8.7,22.7,0.0,0.0,2018,7,14,0
218,Regular Season,Sat,2018-07-14,20.0,8,3,1,28,20504,Audi Field,38.87,-77.01,0,1.0252,1,0,0,89.6,0.0,0.0,20.0,11.0,31.7,0.0,0.0,2018,7,14,0
219,Regular Season,Sat,2018-07-14,20.0,19,2,1,27,23420,Orlando City Stadium,28.54,-81.39,0,0.9184313725490196,1,1,0,89.2,0.0,0.0,42.0,1.1,12.6,1.1,0.0,2018,7,14,0
220,Regular Season,Wed,2018-07-18,19.0,12,2,1,16,27544,TCF Bank Stadium,44.98,-93.22,0,1.2580041105275177,1,0,0,80.5,0.0,0.0,34.0,6.4,20.9,0.0,0.0,2018,7,18,0
221,Regular Season,Sat,2018-07-21,13.0,24,2,0,28,41849,CenturyLink Field,47.6,-122.33,0,1.0616453994266724,1,1,1,57.4,0.0,0.0,26.0,1.8,9.4,0.0,0.0,2018,7,21,0
222,Regular Season,Sat,2018-07-21,15.5,0,3,1,8,45087,Mercedes-Benz Stadium,33.75,-84.4,0,1.060870588235294,1,1,0,76.1,0.0,0.0,100.0,12.6,40.0,4.4,0.0,2018,7,21,0
223,Regular Season,Sat,2018-07-21,18.0,3,1,2,27,15177,Toyota Park,41.76,-87.81,0,0.75885,1,1,0,73.4,0.0,0.0,98.0,23.8,48.2,1.0,0.0,2018,7,21,0
224,Regular Season,Sat,2018-07-21,19.0,20,1,3,10,19013,Talen Energy Stadium,39.83,-75.38,0,1.0277297297297296,1,0,0,69.2,2.5,0.0,100.0,16.9,33.5,2.6,0.0,2018,7,21,0
225,Regular Season,Sat,2018-07-21,19.0,18,2,0,16,16027,Red Bull Arena,40.74,-74.15,0,0.64108,1,1,0,75.3,0.0,0.0,30.0,19.2,41.8,0.0,0.0,2018,7,21,0
226,Regular Season,Sat,2018-07-21,19.5,6,3,2,19,14052,MAPFRE Stadium,40.01,-82.99,0,0.7037259615384616,1,1,0,74.0,0.3,0.0,98.0,12.8,30.6,25.3,0.0,2018,7,21,0
227,Regular Season,Sun,2018-07-22,18.0,12,5,1,11,22739,TCF Bank Stadium,44.98,-93.22,0,1.0385476136104133,1,1,0,78.3,0.0,0.0,29.0,13.6,26.3,0.0,0.0,2018,7,22,0
228,Regular Season,Sat,2018-07-21,20.0,22,2,2,5,19207,Rio Tinto Stadium,40.58,-111.89,0,0.9502300499678424,1,1,1,97.8,0.0,0.0,37.0,11.9,31.7,0.0,0.0,2018,7,21,0
229,Regular Season,Sat,2018-07-21,20.0,9,1,1,7,19295,BBVA Compass Stadium,29.75,-95.35,0,0.8754934434411724,1,1,1,92.8,0.0,0.0,32.0,9.2,22.0,0.0,0.0,2018,7,21,0
230,Regular Season,Sat,2018-07-21,20.0,21,2,2,14,21144,Providence Park,45.52,-122.69,0,1.0,1,0,0,74.3,0.0,0.0,1.0,8.7,28.4,0.0,0.0,2018,7,21,0
231,Regular Season,Wed,2018-07-25,19.5,23,0,1,24,16478,Avaya Stadium,37.35,-121.92,0,0.9154444444444444,1,1,1,87.1,0.0,0.0,0.0,15.0,21.2,0.0,0.0,2018,7,25,0
232,Regular Season,Wed,2018-07-25,20.0,9,1,3,20,13094,BBVA Compass Stadium,29.75,-95.35,0,0.5941285902264168,1,0,0,92.0,0.0,0.0,19.0,10.7,24.5,0.0,0.0,2018,7,25,0
233,Regular Season,Wed,2018-07-25,21.0,8,0,1,18,15655,Audi Field,38.87,-77.01,0,0.78275,1,1,1,76.5,0.3,0.0,52.0,9.0,19.8,12.6,0.0,2018,7,25,0
234,Regular Season,Thu,2018-07-26,19.5,11,2,2,10,22716,Banc of California Stadium,34.01,-118.28,0,1.0325454545454549,1,1,1,88.8,0.0,0.0,0.0,13.0,31.3,0.0,0.0,2018,7,26,0
235,Regular Season,Thu,2018-07-26,20.0,19,0,2,17,23790,Orlando City Stadium,28.54,-81.39,0,0.9329411764705884,1,1,0,82.8,3.7,0.0,38.0,10.6,29.2,5.3,0.0,2018,7,26,0
236,Regular Season,Sat,2018-07-28,19.0,14,1,2,0,19064,Stade Saputo,45.56,-73.55,0,0.9164943993077256,1,1,0,75.8,2.5,0.0,44.0,14.5,32.0,0.0,0.0,2018,7,28,0
237,Regular Season,Sat,2018-07-28,19.0,27,3,0,3,29190,BMO Field,43.63,-79.42,0,0.973,1,1,0,72.3,0.0,0.0,60.0,16.1,33.1,0.8999999999999999,0.0,2018,7,28,0
238,Regular Season,Sat,2018-07-28,19.0,18,2,3,6,16459,Red Bull Arena,40.74,-74.15,0,0.65836,1,1,0,84.8,0.0,0.0,44.0,4.9,22.7,9.7,0.0,2018,7,28,0
239,Regular Season,Sun,2018-07-29,14.0,24,3,1,17,39528,CenturyLink Field,47.6,-122.33,0,1.0027651640072046,1,0,0,65.6,0.0,0.0,62.0,0.4,12.6,0.0,0.0,2018,7,29,0
240,Regular Season,Sat,2018-07-28,19.0,28,4,2,12,20831,BC Place,49.28,-123.11,0,0.941726943942134,1,1,0,76.6,0.0,0.0,0.0,6.8,20.2,0.0,0.0,2018,7,28,0
241,Regular Season,Sat,2018-07-28,19.5,23,0,0,22,16351,Avaya Stadium,37.35,-121.92,0,0.9083888888888888,1,1,0,79.3,0.0,0.0,0.0,14.8,20.2,0.0,0.0,2018,7,28,0
242,Regular Season,Sat,2018-07-28,20.0,21,2,1,9,21144,Providence Park,45.52,-122.69,0,1.0,1,1,0,84.6,0.0,0.0,0.0,3.4,18.4,0.0,0.0,2018,7,28,0
243,Regular Season,Sat,2018-07-28,20.0,25,2,3,7,20758,Children's Mercy Park,39.12,-94.82,0,1.1240591325066334,1,1,0,82.1,0.0,0.0,11.0,13.0,36.0,2.4000000000000004,0.0,2018,7,28,0
244,Regular Season,Sat,2018-07-28,20.0,8,2,1,5,18931,Audi Field,38.87,-77.01,0,0.94655,1,0,0,84.5,0.0,0.0,23.0,8.4,27.7,5.4,0.0,2018,7,28,0
245,Regular Season,Sun,2018-07-29,18.5,10,4,3,19,24941,StubHub Center,33.86,-118.26,0,0.9237407407407408,1,0,0,81.0,0.0,0.0,8.0,5.4,18.0,0.0,0.0,2018,7,29,0
246,Regular Season,Sat,2018-08-04,16.0,0,2,2,27,45191,Mercedes-Benz Stadium,33.75,-84.4,0,1.0633176470588237,1,1,0,80.6,0.0,0.0,52.0,4.3,19.4,0.1,0.0,2018,8,4,0
247,Regular Season,Sat,2018-08-04,19.5,14,1,1,8,19152,Stade Saputo,45.56,-73.55,0,0.9207249651459064,1,1,0,81.7,0.5,0.0,10.0,4.1,19.8,0.6000000000000001,0.0,2018,8,4,0
248,Regular Season,Sat,2018-08-04,19.5,19,3,3,16,23879,Orlando City Stadium,28.54,-81.39,0,0.9364313725490196,1,1,0,87.4,0.0,0.0,40.0,11.6,23.0,0.0,0.0,2018,8,4,0
249,Regular Season,Sun,2018-08-05,18.0,18,2,1,11,20402,Red Bull Arena,40.74,-74.15,0,0.81608,1,0,0,89.0,0.0,0.0,6.0,6.1,17.6,0.0,0.0,2018,8,5,0
250,Regular Season,Sat,2018-08-04,19.0,12,1,2,24,24482,TCF Bank Stadium,44.98,-93.22,0,1.1181548298698334,1,1,0,70.5,1.5,0.0,100.0,20.6,47.2,10.6,0.0,2018,8,4,0
251,Regular Season,Sat,2018-08-04,19.0,7,1,3,23,17282,Toyota Stadium,33.15,-96.84,0,0.8430243902439024,1,1,0,94.3,0.0,0.0,18.0,13.6,29.9,0.0,0.0,2018,8,4,0
